text,category,sentiment,offensive
യാത്ര വിവരണം അത് സന്തോഷ് ചേട്ടനും ബൈജു ചേട്ടനുംകേൾക്കുമ്പോൾ തന്നെ ആ യാത്രയിൽ നമ്മളും അറിയാതെ സഞ്ചരിച്ചത് പോലെഇനിയുള്ള യാത്രകളിൽ വീഡിയോ കൂടി ഉൾപ്പെടുത്തണംഅതിമനോഹര അനുഭവങ്ങൾ സമ്മാനിച്ചതിന് ഒരുപാടു നന്ദി സ്നേഹപൂർവ്വം,Autos_and_Vehicles,positive,0
ലെ സുജിത് തായ്ലൻഡ് നമ്മൾ കുറെ കണ്ടതല്ലേ എന്ന്ബൈജുച്ചേട്ടൻ പറഞ്ഞുന്ന കഥ അതിന്റെ രീതി അത് വെത്യാസം ഉണ്ട്സുജിതേട്ടൻ തന്നെ എത്ര പ്രാവശ്യമാ മൂന്നാർ വീഡിയോസ് ഇട്ടത്ഓരോന്നും അതിന്റെതായ പുതുമ ഉണ്ട്2 പേരും അതിൽ മിടുക്കന്മാരുമാണ്,Autos_and_Vehicles,positive,0
 മണ്ടൻ»പത്രോസ്  പിന്നെ യാത്രാസുഖം ഉള്ള വണ്ടി ഏതാണ്,Autos_and_Vehicles,negative,1
ലേലം തുടങ്ങുന്ന സമയത്ത് ഒരു മനുഷ്യ കുഞ്ഞ് പോലുമില്ലാതെ ഇരുന്ന സ്ഥലത്ത് ഇത്രയും വലിയ ജന സാഗരം അക്കിയത് ഇദ്ദേഹത്തിന്റെ  ഡെഡിക്കേഷൻ അണ്,Autos_and_Vehicles,positive,0
എനിക്ക് നഷ്ടപ്പെട്ടിട്ടുള്ള എന്റെ കാശും കാർഡുകളും മറ്റ് വസ്തുക്കളും ഇതുവരെ തിരിച്ച് കിട്ടിയിട്ടില്ല ഒരു മാസത്തിൽ കൂടുതലായി പരാതിപ്പെട്ടിട്ട് ഒരനക്കവുമില്ല,Autos_and_Vehicles,negative,0
റെസ്റ്റിന്റെ വിഷയമല്ല ഇവന്മാരുടെ ഉപദ്രവമാണ് നിർത്തേണ്ടത് ഇവന്മാരെ ഇത്പോലെ നിർതിയിട്ട് കെട്ടിയിട്ട് അടിക്കണംആനപ്രേമം ഒക്കെ ഇതോടെ തീർന്നു പാവം മിണ്ടപ്രാണികളെ ഉപദ്രവിച്ച് ഭയപ്പെടുത്തി കൊണ്ട് നടക്കുന്ന ആചാരങ്ങളോട് താല്പര്യമില്ല പാപ്പന്മാർക്കെതിരെ കേസ് എടുക്കണം അവന്മാരുടെ കുടുംബം കഴിയുന്നത് ഈ മിണ്ടപ്രാണിയെ കൊണ്ട് നടക്കുന്നതുകൊണ്ടാണ് എന്നിട്ട് ഇതിനെയൊക്കെ ഇവന്മാർ എന്തിനാണ് ഇങ്ങനെ ഉപദ്രവിക്കുന്നത് ദുഷ്ടന്മാർ തോട്ടിയുടെ പ്രയോഗം നിരോധിക്കണം,Autos_and_Vehicles,negative,0
(386) അവരിലെ പ്രധാനികൾ പറഞ്ഞു“തുടരുക നിങ്ങളുടെ ദൈവങ്ങളോടുള്ള ഭക്തിയിൽ ഉറച്ചുനിൽക്കുക തീർച്ചയായും ഇത് അധികാരത്തിനായുള്ള ഒരു പദ്ധതി മാത്രമാണ് 385) അവൻ ദൈവങ്ങളെ ഏകദൈവമാക്കിയോ ഇത് ശരിക്കും അതിശയിപ്പിക്കുന്നതാണ് ”സൂറ 387ഞങ്ങൾ ഇതുവരെ കേട്ടിട്ടില്ലാത്ത ഒരു വിചിത്രമായ കാര്യം ഇപ്പോൾ ഈ മനുഷ്യൻ(മുഹമ്മദ് )ഞങ്ങളോട് പറയുന്നു ഈ പുണ്യപുരുഷന്മാർക്കൊന്നും ദൈവത്വത്തിൽ ഒരു പങ്കുമില്ലെന്നും ദൈവം പൂർണ്ണമായും അല്ലാഹുവിന് മാത്രമുള്ളതാണെന്നും അദ്ദേഹം പറയുന്നു(386) അവരിലെ മൂപ്പന്മാർ 6 പറഞ്ഞു “നീ മുന്നോട്ട് പോയി നിങ്ങളുടെ ദേവതകളിൽ ഉറച്ചുനിൽക്കുക 7 പറഞ്ഞുവരുന്നത് ഒരു രൂപകല്പനയോടെയാണ് 86 നബി(സ) പറഞ്ഞത് കേട്ട് അബൂത്വാലിബിനെ വിട്ട് എഴുന്നേറ്റ പ്രധാനികളിലേക്കാണ് പരാമർശം7 “ഈ കാര്യം” അറേബ്യയെയും സമീപ പ്രദേശങ്ങളെയും കീഴടക്കുന്നതിന് ലാ-ഇലാഹ ഇല്ലല്ലാഹിലുള്ള വിശ്വാസം സ്ഥിരീകരിക്കാൻ പ്രവാചകൻ (സ) അവരോട് ആവശ്യപ്പെടുന്നു8 അവർ പറയാൻ ഉദ്ദേശിച്ചത് ഇതായിരുന്നു മുഹമ്മദിന് ചില നിക്ഷിപ്ത താൽപ്പര്യങ്ങളുണ്ട് നമ്മെ കീഴ്പ്പെടുത്തി തന്റെ പ്രജകളാക്കി ഭരിക്കാനാണ് അവൻ ഈ ക്ഷണം (ഇസ്ലാം ആവാൻ )നമുക്കായി നീട്ടുന്നത്  ഇതിൽ വ്യക്തമാവുന്നു മുഹമ്മദ് ലാ ഇലാഹി ഇല്ലാഹ എന്ന് വിശ്വസിക്കാൻ മറ്റുള്ളവരോട് പറയാൻ ഉള്ള കാരണം ഈ കോയമാരെ യും പാത്തുമ്മ മാരെയും സ്വർഗത്തിൽ വിടാൻ അല്ല പകരം അറേബ്യ യെയും പരിസര പ്രദേശങ്ങളും കീഴ്പ്പെടുത്താൻ ആണെന്നു,Nonprofits_and_Activism,neutral,0
ഈ വിശുദ്ധമാസത്തിൽ വിശുദ്ധ ഖുർ ആനിലെ ഏറ്റവും മഹത്തരമായ ഒരു സൂക്തം ചൊല്ലി കേൾപ്പിക്കുകയും അതിന്റെ അർത്ഥം വളരെ മനോഹരമായി പറഞ്ഞുതരികയും ചെയ്തതിനു ഒത്തിരി നന്ദിയുണ്ട്  “ജീവിതത്തിലുള്ള സൂക്ഷ്മത” ഇതാണു പ്രധാനം പക്ഷേ ആരും കാണുന്നില്ല എന്ന ഒരു ഉറപ്പുണ്ടെങ്കിൽ എന്തു നെറികേടും ചെയ്യാൻ ബഹുഭൂരിപക്ഷം ആളുകളും മടിക്കാറില്ല അവിടെ മതമോ ജാതിയോ വർഗ്ഗമോ ഒന്നും പ്രശ്നമാകുന്നില്ല വിശ്വാസപ്രമാണങ്ങൾ തടസ്സമാകുന്നില്ല പക്ഷേ ആരും കാണുന്നില്ലെങ്കിലും കർമ്മസാക്ഷിയായ ദൈവം അത് കാണാതിരിക്കില്ല എന്ന ഒരു ചിന്ത മനസ്സിൽ ഉണ്ടെങ്കിൽ അധർമ്മം പ്രവർത്തിക്കാൻ ആർക്കും സാധിക്കില്ല റമദാൻ മാസത്തിൽ വ്രതം അനുഷ്ഠിക്കുന്ന ഇസ്ലാം മതവിശ്വാസിയും ശബരിമലയ്ക്ക് പോകാൻ മാലയിട്ട് മണ്ഡല വ്രതം നോക്കുന്ന ഹിന്ദു മതവിശ്വാസിയും അമ്പതു നോമ്പ് പിടിക്കുന്ന ക്രിസ്തു മത വിശ്വാസിയുമൊക്കെ ആ നോമ്പുകാലത്ത് പുലർത്തുന്ന  നിഷ്ടകളും ധർമ്മത്തിൽ ഊന്നിയ ജീവിതവും നോമ്പുകാലം കഴിഞ്ഞും മരണം വരെയും പിന്തുടർന്നാൽ ഈ ഭൂമി എത്ര സുന്ദരമായിരിക്കും അപ്പോൾ അങ്ങനെ സുന്ദരമായ ഒരു ഭൂമി മനുഷ്യ വംശത്തിനു പ്രാപ്തമാക്കുന്നതിനു വേണ്ടിയാണ് ദൈവം ഓരോ വ്രതങ്ങളും നോമ്പുകളും മനുഷ്യനു വേണ്ടി നൽകിയിരിക്കുന്നത് അത് മനസ്സിലാക്കി നമ്മൾ ഓരോരുത്തരും ജീവിച്ചാൽ ഈ ഭൂമി സ്വർഗ്ഗതുല്യമാകും ഒരുപാടു സന്തോഷമുണ്ട് ഇക്കാ ഈ പ്രഭാഷണം ഞങ്ങളെ കേൾപ്പിച്ചതിൽ “ഈ നിർമ്മിതമായ രാത്രി ആയിരം മാസത്തെക്കാൾ ശ്രേഷ്ഠമാണ്” അത് മനസ്സിലാക്കി ഓരോരുത്തരും ജീവിക്കാൻ തയ്യാറാകട്ടെ ഇക്കയ്ക്കും കുടുംബത്തിനും സുഹൃത്തുക്കൾക്കും ഹൃദയം നിറഞ്ഞ പെരുന്നാൾ ആശംസകൾ,Howto_and_Style,positive,0
ഭാഷകൾ ഭാഷാസഹായികളായ  പുസ്തകങ്ങളുടെ സഹായത്തോടെ പഠിക്കാം പക്ഷേ അതിന്റെ ഒരു ന്യൂനത എന്തെന്നാൽ കൃത്യമായ ഉച്ചാരണം നമുക്ക് അറിയാൻ സാധിക്കില്ല ഉദാഹരണം ഒരു തമിഴ്നാട്ടുകാരൻ “ഹിന്ദി തമിഴ് ഭാഷാസഹായി“ എന്ന ഒരു ബുക്കിന്റെ സഹായത്തോടെ ഹിന്ദി പഠിക്കുന്നു എന്നു വിചാരിക്കുക കഴുതയ്ക്ക് ഹിന്ദിയിൽ “ഗദ്ദ“ എന്നാണല്ലോ പറയുക ഇത് തമിഴിൽ എഴുതിയാൽ “കത” എന്നുമാത്രമേ എഴുതാനാകൂ കാരണം തമിഴിൽ ക ത എന്നീ അക്ഷരങ്ങളേയുള്ളൂ ഗ യും ദയും ഒന്നുമില്ല ഉച്ചാരണത്തിലൂടെ തമിഴ് പഠിക്കുന്ന ഒരാൾ “ഗംഗ” എന്നു പറയുമ്പോൾ ബുക്കു നോക്കി പഠിക്കുന്ന ഒരാൾ കംക എന്നുമാത്രമേ വായിക്കൂ അപ്പോൾ ഉച്ചാരണം എന്നത് ഭാഷാ പഠനത്തിൽ പ്രാധാന്യമർഹിക്കുന്ന  ഒന്നാണ് എന്നു നമുക്കു മനസ്സിലാക്കാം അത് ഗുരുമുഖത്തുനിന്നും കേട്ടു പഠിക്കുകയും വേണം ഇവിടെ ഇക്ക അറബി പഠിപ്പിക്കുന്നത് ഒരു അദ്ധ്യാപകന്റെ  ചാതുര്യത്തോടെയാണ് അതുകൊണ്ടുതന്നെ അറബി പഠിക്കണമെന്ന് ആഗ്രഹമുള്ള ആർക്കും ഈ ക്ലാസ്സ് ഒന്നു ശ്രദ്ധിച്ചു കേട്ടാൽ അനായാസം പഠിക്കാം,Howto_and_Style,positive,0
ഉത്സവത്തിന്റെ വെടിക്കെട്ട് കാണാൻ റെയിൽവേ ട്രാക്കിൽ തടിച്ചു കൂടിയ ജനങ്ങൾക്ക് മേൽ തീവണ്ടി ഓടിക്കയറി 27 പേർ മരിച്ച സംഭവമാണ് തലശ്ശേരി ജഗന്നാഥ ക്ഷേത്ര ട്രെയിൻ ദുരന്തം എന്ന പേരിൽ അറിയപ്പെടുന്നത്[1] 1986 ഫെബ്രുവരി 28 വെള്ളിയാഴ്ച രാത്രിയായിരുന്നു ഈ ദുരന്തം ഉണ്ടായത്,People_and_Blogs,negative,0
രാകുൽ  രാജൻ   [  ഭരണി   ]   അനുരാജൻ    [   അത്തം   ]   രാധ  [  അത്തം  ]     സാമ്പത്തിക  നേട്ടത്തിനും       കുടുംബ   ഐശ്വര്യത്തിനും       ശത്രു   നാശത്തിനും    വേണ്ടി    അങ്ങ്    പ്രാർത്ഥിക്കണമേ   തിരുമേനി     നന്ദി,Science_and_Technology,positive,0
നിസ്കാരത്തിൽ കൂട്ടുപ്രർത്തന അനുവദനീയം [ഫാതിഹ] സലാം വീട്ടിയാൽ ശിർക്ക്മറ്റുള്ളവർക്ക് വേണ്ടി പ്രാർഥിക്കാൻ പാടില്ല അത്തഹിയാത്തിൽ നബി [സ] ക്ക് വേണ്ടി പ്രാർത്ഥിക്കുന്നു,People_and_Blogs,negative,0
ക്ലപ്തം (ക് ലപ്തം) ഞാനിത് വരെ ഒരിടത്തും ഉപയോഗിച്ച് കണ്ടിട്ടില്ല ക്ലിപ്തം ആണ് പൊതുവെ കണ്ടിട്ടുള്ളത് അത്യപൂർവ്വമായി കൢപ്തവും കണ്ടിട്ടുണ്ട്  ശ്രീകണ്ഠേശ്വരത്തിന്റെ ശബ്ദതാരാവലിയിൽ ക്ലപിതം ക്ഌപ്തം എന്നൊക്കെയാണ് കാണുന്നത്,Education,neutral,0
സർഗ്ഗത്തിലെ നെടുമുടി വേണുവിൻ റ്റെ ഡയലോഗാണ് ഓർമ്മവരുന്നത് “അറിഞ്ഞില്ല അറിഞ്ഞില്ല” എത്ര ചക്കക്കുരുക്കൾ പുഴുതിന്നുപോയ് കഷ്ടം,Howto_and_Style,negative,0
“നീ പോടാ കോടതി” പരിഹാസങ്ങളുടെ മലയാളത്തനിമ,Entertainment,positive,0
എന്റെ ഈശോയെ കട൩ാര൦ കുറയുന്നതിന് എനിക്ക് ഒരു വഴി ഒരുക്കണമേ എന്റെ ഈശോയെ എന്റെ ജീവിതത്തിൽ ഇടപെടണമേ,Entertainment,negative,0
വിഗ്രഹ ആരാധനാ എന്നു പറഞ്ഞ അവിടെ തീർന്നു ദേവത സങ്കൽപ്പം ആണ് ആവാഹനം വരുന്നുണ്ട് അവിടെ അത് തന്ത്ര ശാസ്ത്രം ചന്ദനക്കാൽ അല്ല പത്മാസനം തത്വം അറിഞ്ഞുള്ള ഉപാസനയ്ക്കു ഭലം ഉണ്ട് അഹം ബ്രഹ്മാസ്മി - നിന്റെ ഉള്ളിൽ ആണ് ദൈവം (സാധാരണ ക്കാരന് മനസിലാക്കുന്ന രീതിയിൽ നിന്നിൽ കുടികൊള്ളുന്ന ജീവൻഎന്നോ ബോധം എന്നോ ആത്മാവ് എന്നോ വിളിച്ചോ )  1  ആരാണ് ഈ ഉടമസ്ഥന്  2  ഈ ഉടമസ്ഥന് ഇരിക്കുന്നത് എവിടെയാണ് 3എപ്പോഴാണ് ഈ ശരീരത്തില് പ്രവേശിച്ചത്  4എവിടെനിന്നാണ് വന്നത്  5ശരീരത്തില് പ്രവേശിച്ചതിന്റെ ഉദ്ദേശ്യമെന്താണ്  6  ഈ ശരീരമുപേക്ഷിച്ചുപോകുമോ  പോകുമെങ്കില് എപ്പോ ഴാണ് 7  ധാരാളം കാര്യങ്ങള് സ്വന്തമായിട്ടുണ്ടല്ലോ  അതെല്ലാം ഉപേ - ക്ഷിച്ച് പോകുന്നതെന്തുകൊണ്ടാണ്  8 എവിടേക്കാണുപോകുന്നത്  9  പോയതിനുശേഷം എന്തു സംഭവിക്കുന്നു  ഈ ചോദ്യങ്ങള്ക്ക് കൂടി ഉത്തരം കണ്ടെത്താൻ ഭാരതീയ ഋഷിമാർ എഴുതി വച്ചിട്ടുണ്ട് നിന്റെ വിവേകബുദ്ധിയു ഹൃദയ ശുദ്ധിയും നിന്റെ മതം തിന്നു,Education,negative,0
അപ്പൊ ദേ ഈ കഴുത പറയുവാ എന്റെ അമ്മാവന്റെ വകയല്ല ഈ അസംബ്ലി എന്ന്  ഞാൻ ചോദിച്ചു നിന്റെ അമ്മാവന്റെ വകയാണോ അസംബ്ലി എന്ന്    അപ്പൊ അവൻ എന്നെ എടാന്ന്  വിളിച്ച് ഞാൻ അവനെ പട്ടീന്ന് വിളിച്ചു അപ്പൊ ഒരുത്തൻ എന്നെ അടിക്കാൻ വന്നപ്പോ ഞാൻ ഒരു മൈക്ക് എടുത്ത്  അവന്റെ വയറ്റിൽ ഒറ്റ കുത്ത് കുത്തി മൈക്ക്  പിടിച്ച്  വലിച്ചപ്പോ ദ അവിടെ ഇരുന്ന ഒരു വലിയ കസേര എടുത്ത്  സ്പീക്കറുടെ മുന്നിലേക്ക് എറിഞ്ഞു പൊട്ടിച്ചു പിന്നെ വാച്ച്  ആൻഡ് വാർഡിലെ  ഒരുത്തൻ എന്നെ പിടിക്കാൻ വന്നപ്പോ ഞാൻ അവിടിരുന്ന കമ്പ്യൂട്ടർ  എടുത്ത്  അവന്റെ തലേൽ ഒറ്റ അടി വച്ചുകൊടുത്തു  എന്നിട്ടും ഒരുത്തൻ എന്റടുത്തു വന്നു പറഞ്ഞു അവന്റെ വകയാണ് അസംബ്ലി എന്ന്  അപ്പൊ ഞാൻ അവന്റെ അപ്പൂപ്പനേം അമ്മൂമ്മേനം ഒക്കെ ചീത്ത പറഞ്ഞു അവൻ കോടതീൽ  പോകുമെന്ന്  പറഞ്ഞപ്പോ ദ അവിടെ ഇരുന്ന വേറൊരു കസേര  എടുത്ത് അവന്റെ തലേൽ ഒറ്റ അടിവച്ചു കൊടുത്തു അവനെ ആസ്പത്രിയിൽ കൊണ്ട് പോയി ഞാനിത്രെ ചെയ്തുള്ളു അയിനാണ് ഇവന്മാർ ഇങ്ങനെ ബഹളം വയ്ക്കുന്നത് ” എന്റെ നിരപരാധിത്വം ഞാൻ കോടതിയിൽ തെളിയിക്കും,People_and_Blogs,negative,1
പേരെന്തായാലെന്ത് എത്ര ഭംഗിനാണിവയ്ക്ക്ഞങ്ങൾ ഈ സുന്ദരിയെ വിളിച്ചിരുന്നത് “ഏപ്രിൽ ലില്ലി“ എന്നായിരുന്നു മാർച്ച് കഴിഞ്ഞ് ഏപ്രിൽ തുടങ്ങുമ്പോൾ ആദ്യം വീഴുന്ന വേനൽ മഴയുടെ തുള്ളികൾ  മണ്ണിനടിയിലേക്ക് കിനിഞ്ഞിറങ്ങി അവിടെ  ഒളിഞ്ഞിരിക്കുന്ന കാണ്ഡഭാഗത്തെ തട്ടിവിളിച്ച് പൊടിഞ്ഞുവരുന്ന നാമ്പിനെ  മണ്ണിനു വെളിയിലേക്ക് കൈപിടിച്ചുയർത്തുന്നു പിന്നീട് പെട്ടെന്നാവും വളർച്ച  ഓരോതണ്ടിലും നല്ല മനോഹരമായ പൂക്കളുമായി ലില്ലി എന്ന സുന്ദരി തലയാട്ടി നമ്മെ സന്തോഷിപ്പിക്കും പ്രത്യേകിച്ച് ഒരു പരിചരണവും കൂടാതെ വളരുന്നതാണ് ഈ ചെടിവളരെ നന്നായി പറഞ്ഞു ഇതിന്റെ ബാക്കി ഭാഗത്തിനായി കാത്തിരിക്കുന്നു,Howto_and_Style,positive,0
ബൈബിളിലെ സ്ത്രീ സ്നേഹം  നമുക്ക് പരിശോധിക്കാം  1 )   ഹവ്വ സാത്താനാൽ  വഞ്ചിക്കപ്പെട്ട തിനാൽ  സ്ത്രീകളെ മൊത്തം  ദൈവം ശപിക്കുന്നു  സ്ത്രീകളുടെ ഗർഭ ധാരണവും പ്രസവവും  ഒക്കെ ആദമിനെ ഹവ്വ വഴി തെറ്റിച്ചതിനു മൊത്തം സ്ത്രീകൾക്കുള്ള   ശിക്ഷ   കൂടാതെ അവളെ ഭർത്താവു ഭരിക്കും ( ഉൽപത്തി  316 )  2) സ്വന്തം മകളെ പിതാവിന്   അടിമയായി വിൽക്കാം  ( പുറപ്പാടു 21 7 ) 3) വിവാഹത്തിന് ശേഷം പുരുഷന് തന്റെ ഭാര്യ കന്യകയല്ല സംശയം തോന്നിയാൽ  അവൾ കന്യകയാണ് എന്ന് തെളിയിക്കൽ അവളുടെ മാതാപിതാക്കളുടെ  ബാധ്യത യാണ് അവർ  മകളുടെ കന്യകാത്വതിനു തെളിവ് ഹാജരാക്കണം  അഥവാ അങ്ങനെ ഹാജരാക്കാൻ അയാൾക്ക് കഴിഞ്ഞില്ലെങ്കിൽ ആ പെണ്കുട്ടിയെ കല്ലെറിഞ്ഞു കൊല്ലണം   (ആവർത്തന പുസ്തകം 22 15 )4 ) പുരോഹിതന്റെ മകൾ വ്യഭിചരിച്ചാൽ അവളെ ജീവനോടെ  തീയിൽ ചുട്ടെരിക്കണം   ( ലേവ്യർ 21 9 )5) സംശയ രോഗിയായ ഭർത്താവു ഭാര്യയെ സംശയിച്ചാൽ  ഭർത്താവു   അവളെ പുരോഹിതന്റെ മുന്നിൽ കൊണ്ട് വരണം   പുരോഹിതൻ  അവളെ ശാപം കലർന്ന  കയ്പ്പു  നീരു കുടിപ്പിക്കണം അവൾ  ചരിത്ര്യവതി യാണെങ്കിൽ ഒന്നും സംഭവിക്കില്ല അല്ലെങ്കിൽ  അവൾക്കു മഹോദരം പിടിപെട്ടു അവളുടെ ഉദരം ശോഷിച്ചു അവൾ വന്ധ്യ യായി മാറും (സംഖ്യാ പുസ്തകം 511- 28 ) 6 ) ആശിക്കുന്ന സ്ത്രീയെ വിവാഹം കഴിക്കുവാൻ ആഗ്രഹിക്കുന്നവർ ക്ക് ഒരു ഉഗ്രൻ  ഐഡിയ  അവളെ ബലാൽസംഗം  ചെയ്യുക എന്നിട്ട് അവളുടെ പിതാവിന് 50   ഷെയ്ക്കെൽ  നാണയങ്ങൾ നൽകിയാൽ മതിയാകും പിന്നെ അവൾ ആ ദുഷ്ട്ടന്റെ ഭാര്യയായി ആജീവനാന്തം ജീവിച്ചു കൊള്ളണം  വിവാഹമോചനം പാടില്ല  (ആവർത്തനം  22 28-29)7 )   ഒരു സ്ത്രീ തന്റെ   ഭർത്താവുമായി  ശണ്ട്ട കൂടുന്നവനിൽ  നിന്നു  ഭർത്താവിനെ  രക്ഷിക്കുവാൻ  അപരന്റെ  ലിംഗത്തിൽ പിടിച്ചാൽ  അവളുടെ കൈ വെട്ടിക്കളയണം ( ആവർത്തനം  25 11-12 ) 8 ) പെണ്കുഞ്ഞിനെ പ്രസവിക്കുന്ന സ്ത്രീ ആണ്കുഞ്ഞിനെ പ്രസവിക്കുന്നവളെക്കാൾ  ഇരട്ടി  അശുദ്ധി ആചരിക്കണം ( ആവർത്തനം  122-5 ) 9 ഊരിയാവിന്റെ ഭാര്യയെ ദാവീദ് വ്യഭിച്ചരിച്ചതിനു ദൈവം ദാവീദിന്റെ ഭാര്യയെ ശത്രുക്കളേ  കൊണ്ട് പരസ്യമായി വ്യഭിചരിപ്പിക്കും  ( 2 സാമുവേൽ 12 11 )  നല്ല നീതി സ്ത്രീകൾ  സഭയിൽ മിണ്ടരുത്  അവർക്ക്  സംസാരിക്കുവാൻ സ്വാതന്ത്ര്യമില്ല  ( 1 കൊരിന്ത്യർ 14  34 -35 ),News_and_Politics,negative,0
‛4×4 വരുന്നില്ല ടോപ്പിലും ടോപിൽ വരുന്നു എന്ന് പറഞ്ഞോ എന്നൊരു സംശയം ചെറിയ ഒരു തെറ്റ് പറ്റി മാമനോട് ഒന്നും തോന്നല്ലേ മക്കളെ,Entertainment,negative,0
[ ഈ വീഡിയോയിൽ പറഞ്ഞ 1933 എന്നത് 1993 എന്ന് തിരിത്തി കേൾക്കാൻ അപേക്ഷിക്കുന്നു  പറഞ്ഞപ്പോൾ വന്ന ടങ്ക് സ്ലിപ്പിൽ ഖേദം രേഖപ്പെടുത്തുന്നു  ]ഇന്ത്യൻ ഡിഫൻസിനെക്കുറിച്ച് ചെയ്ത മറ്റ് വീഡിയോകൾ കാണാൻ ഈ ലിങ്ക് ക്ലിക്ക് ചെയ്യുക   ,Education,negative,0
രാകുൽ  രാജൻ   [  ഭരണി  ]   അനുരാജൻ  [  അത്തം  ]    രാധ   [  അത്തം  ]   ഞങ്ങൾക്കുവേണ്ടി   പ്രാർത്ഥിക്കണമേ   തിരുമേനി    നന്ദി,Science_and_Technology,positive,0
രാകുൽ  രാജൻ  [  ഭരണി  ]   അനുരരാജ്  [  അത്തം  ]   രാധ   [  അത്തം  ]    തിരുമേനി  ഞങ്ങൾക്കുവേണ്ടി   പ്രാർത്ഥിക്കണമേ    നന്ദി,Science_and_Technology,positive,0
രാകുൽ  രാജൻ   [  ഭരണി  ]   അനുരാജൻ  [   അത്തം  ]    രാധ   [  അത്തം  ]   ഞങ്ങൾക്കുവേണ്ടി  പ്രാർത്ഥിക്കണമേ    തിരുമേനി   നന്ദി,Science_and_Technology,positive,0
“കാലമിനിയുമുരുളുംവിഷു വരും വർഷം വരും”  ഏവർക്കും ഹൃദയം നിറഞ്ഞ വിഷു ആശംസകൾ ,People_and_Blogs,positive,0
ഭൈബ൪എത്രലയ൪ഇടു൦ഏതുന൩൪,Travel_and_Events,neutral,0
മികച്ച സിനിമ – ഒറ്റമുറി വെളിച്ചംമികച്ച രണ്ടാമത്തെ കഥാചിത്രം – ഏദന്മികച്ച സംവിധായകന് – ലിജോ ജോസ് പെല്ലിശ്ശേരിമികച്ച നടന് – ഇന്ദ്രന്സ് (ആളൊരുക്കം)മികച്ച നടി – പാര്വതി (ടേക്ക് ഓഫ്)മികച്ച സ്വഭാവ നടന് – അലന്സിയര്മികച്ച സ്വഭാവ നടി – പോളിമികച്ച നവാഗത സംവിധായകന് – മഹേഷ് നാരായണന്മികച്ച ബാലതാരം ആണ്കുട്ടി – അഭിനന്ദ്മികച്ച ബാലതാരം പെണ്കുട്ടി – നക്ത്ര – രക്ഷാധികാരി ബൈജുമികച്ച സ്റ്റോറി – എംഎ നിഷാദ് (കിണര്)ഛായാഗ്രാഹകന് – മനീഷ് മാധവന് (ഏദന്)മികച്ച തിരക്കഥ – സജീവ് പാഴൂര് (തൊണ്ടിമുതല്)അഡാപ്റ്റഡ് സ്ക്രിപ്റ്റ് – എസ് ഹരീഷ് സഞ്ജു സുരേന്ദ്രന് ( ഏദന്)പ്രത്യേക ജൂറി പരാമര്ശം – വിനീത കോശി (ഒറ്റമുറി വെളിച്ചം)ഗാനരചന – പ്രഭാവര്മ്മ (ക്ലിന്റിലെ ഓളത്തിന് മേളത്താല്)സംഗീതം – എംകെ അര്ജുന് (ഭയാനകം)പശ്ചാത്തല സംഗീതം – ഗോപി സുന്ദര് (ടേക്ക് ഓഫ്)പിന്നണി ഗായകന് – ഷഹബാസ് അമന് (മായാനദി)പിന്നണി ഗായിക – സിത്താര (വിമാനം)എഡിറ്റര് – അപ്പു ഭട്ടതിരി (വീരം ഒറ്റമുറി)കലാസംവിധാനം – സന്തോഷ് രാമന് (ടേക്ക് ഓഫ്)സിങ്ക് സൌണ്ട് – സിജിത്ത് കുമാര് (രക്ഷാധികാരി ബൈജു)ശബ്ദസംയോജനം – പ്രമോദ് തോമസ് – ഏദന്സൌണ്ട് ഡിസൈന് – രംഗനാഥന് (ഈ മ യൌ)ലാബ് – ചിത്രാജ്ഞലിമേക്കപ്പ് – രഞ്ജിത്ത് അമ്പാടി,People_and_Blogs,positive,0
ആദ്യമേ  പട്ടക്കാരും ബിഷോപ്പുമാരും അതിനു മേലെയുള്ള പുരോഹിതരും ആർഭാടം കുറച്ചും കോടികളുടെ വിലയുള്ള കാറുകൾ വില്പനചെയ്തു൦ രാജകൊട്ടാരങ്ങൾ പോലുള്ള അരമനകളിൽനിന്നും താമസം മാറ്റിയും വിലകുറഞ്ഞ വേഷം ധരിച്ചും ലളിതജീവിതം നയിച്ചും ലോകത്തിനു മാതൃക കാണിക്കുക  എന്നിട്ടാകാം ഉപദേശം  ഇപ്പോൾ നരകം ഭൂമിയിൽ സാത്താൻമാർ ദൈ വത്തിന്റെ പ്രതിപുരുഷവേഷം  കെട്ടിയാടി സകലരെയും വഴിപിഴപ്പിക്കുന്നു ,Entertainment,negative,0
